iter	MAPE	Poisson
0	0.8991299547	1.382484548e+103
1	1.34553053e+99	1.644405114e+105
2	1.34553053e+99	1.644405114e+105
3	1.34553053e+99	1.644405114e+105
4	1.34553053e+99	1.644405114e+105
5	1.34553053e+99	1.644405114e+105
6	1.34553053e+99	1.644405114e+105
7	1.34553053e+99	1.644405114e+105
8	1.34553053e+99	1.644405114e+105
9	1.34553053e+99	1.644405114e+105
10	1.34553053e+99	1.644405114e+105
11	1.34553053e+99	1.644405114e+105
12	1.34553053e+99	1.644405114e+105
13	1.34553053e+99	1.644405114e+105
14	1.34553053e+99	1.644405114e+105
15	1.34553053e+99	1.644405114e+105
16	1.34553053e+99	1.644405114e+105
17	1.34553053e+99	1.644405114e+105
18	1.34553053e+99	1.644405114e+105
19	1.34553053e+99	1.644405114e+105
20	1.34553053e+99	1.644405114e+105
21	1.34553053e+99	1.644405114e+105
22	1.34553053e+99	1.644405114e+105
23	1.34553053e+99	1.644405114e+105
24	1.34553053e+99	1.644405114e+105
25	1.34553053e+99	1.644405114e+105
26	1.34553053e+99	1.644405114e+105
27	1.34553053e+99	1.644405114e+105
28	1.34553053e+99	1.644405114e+105
29	1.34553053e+99	1.644405114e+105
30	1.34553053e+99	1.644405114e+105
31	1.34553053e+99	1.644405114e+105
32	1.34553053e+99	1.644405114e+105
33	1.34553053e+99	1.644405114e+105
34	1.34553053e+99	1.644405114e+105
35	1.34553053e+99	1.644405114e+105
36	1.34553053e+99	1.644405114e+105
37	1.34553053e+99	1.644405114e+105
38	1.34553053e+99	1.644405114e+105
39	1.34553053e+99	1.644405114e+105
40	1.34553053e+99	1.644405114e+105
41	1.34553053e+99	1.644405114e+105
42	1.34553053e+99	1.644405114e+105
43	1.34553053e+99	1.644405114e+105
44	1.34553053e+99	1.644405114e+105
45	1.34553053e+99	1.644405114e+105
46	1.34553053e+99	1.644405114e+105
47	1.34553053e+99	1.644405114e+105
48	1.34553053e+99	1.644405114e+105
49	1.34553053e+99	1.644405114e+105
50	1.34553053e+99	1.644405114e+105
51	1.34553053e+99	1.644405114e+105
52	1.34553053e+99	1.644405114e+105
53	1.34553053e+99	1.644405114e+105
54	1.34553053e+99	1.644405114e+105
55	1.34553053e+99	1.644405114e+105
56	1.34553053e+99	1.644405114e+105
57	1.34553053e+99	1.644405114e+105
58	1.34553053e+99	1.644405114e+105
59	1.34553053e+99	1.644405114e+105
60	1.34553053e+99	1.644405114e+105
61	1.34553053e+99	1.644405114e+105
62	1.34553053e+99	1.644405114e+105
63	1.34553053e+99	1.644405114e+105
64	1.34553053e+99	1.644405114e+105
65	1.34553053e+99	1.644405114e+105
66	1.34553053e+99	1.644405114e+105
67	1.34553053e+99	1.644405114e+105
68	1.34553053e+99	1.644405114e+105
69	1.34553053e+99	1.644405114e+105
70	1.34553053e+99	1.644405114e+105
71	1.34553053e+99	1.644405114e+105
72	1.34553053e+99	1.644405114e+105
73	1.34553053e+99	1.644405114e+105
74	1.34553053e+99	1.644405114e+105
75	1.34553053e+99	1.644405114e+105
76	1.34553053e+99	1.644405114e+105
77	1.34553053e+99	1.644405114e+105
78	1.34553053e+99	1.644405114e+105
79	1.34553053e+99	1.644405114e+105
80	1.34553053e+99	1.644405114e+105
81	1.34553053e+99	1.644405114e+105
82	1.34553053e+99	1.644405114e+105
83	1.34553053e+99	1.644405114e+105
84	1.34553053e+99	1.644405114e+105
85	1.34553053e+99	1.644405114e+105
86	1.34553053e+99	1.644405114e+105
87	1.34553053e+99	1.644405114e+105
88	1.34553053e+99	1.644405114e+105
89	1.34553053e+99	1.644405114e+105
90	1.34553053e+99	1.644405114e+105
91	1.34553053e+99	1.644405114e+105
92	1.34553053e+99	1.644405114e+105
93	1.34553053e+99	1.644405114e+105
94	1.34553053e+99	1.644405114e+105
95	1.34553053e+99	1.644405114e+105
96	1.34553053e+99	1.644405114e+105
97	1.34553053e+99	1.644405114e+105
98	1.34553053e+99	1.644405114e+105
99	1.34553053e+99	1.644405114e+105
100	1.34553053e+99	1.644405114e+105
101	1.34553053e+99	1.644405114e+105
102	1.34553053e+99	1.644405114e+105
103	1.34553053e+99	1.644405114e+105
104	1.34553053e+99	1.644405114e+105
105	1.34553053e+99	1.644405114e+105
106	1.34553053e+99	1.644405114e+105
107	1.34553053e+99	1.644405114e+105
108	1.34553053e+99	1.644405114e+105
109	1.34553053e+99	1.644405114e+105
110	1.34553053e+99	1.644405114e+105
111	1.34553053e+99	1.644405114e+105
112	1.34553053e+99	1.644405114e+105
113	1.34553053e+99	1.644405114e+105
114	1.34553053e+99	1.644405114e+105
115	1.34553053e+99	1.644405114e+105
116	1.34553053e+99	1.644405114e+105
117	1.34553053e+99	1.644405114e+105
118	1.34553053e+99	1.644405114e+105
119	1.34553053e+99	1.644405114e+105
120	1.34553053e+99	1.644405114e+105
121	1.34553053e+99	1.644405114e+105
122	1.34553053e+99	1.644405114e+105
123	1.34553053e+99	1.644405114e+105
124	1.34553053e+99	1.644405114e+105
125	1.34553053e+99	1.644405114e+105
126	1.34553053e+99	1.644405114e+105
127	1.34553053e+99	1.644405114e+105
128	1.34553053e+99	1.644405114e+105
129	1.34553053e+99	1.644405114e+105
130	1.34553053e+99	1.644405114e+105
131	1.34553053e+99	1.644405114e+105
132	1.34553053e+99	1.644405114e+105
133	1.34553053e+99	1.644405114e+105
134	1.34553053e+99	1.644405114e+105
135	1.34553053e+99	1.644405114e+105
136	1.34553053e+99	1.644405114e+105
137	1.34553053e+99	1.644405114e+105
138	1.34553053e+99	1.644405114e+105
139	1.34553053e+99	1.644405114e+105
140	1.34553053e+99	1.644405114e+105
141	1.34553053e+99	1.644405114e+105
142	1.34553053e+99	1.644405114e+105
143	1.34553053e+99	1.644405114e+105
144	1.34553053e+99	1.644405114e+105
145	1.34553053e+99	1.644405114e+105
146	1.34553053e+99	1.644405114e+105
147	1.34553053e+99	1.644405114e+105
148	1.34553053e+99	1.644405114e+105
149	1.34553053e+99	1.644405114e+105
150	1.34553053e+99	1.644405114e+105
151	1.34553053e+99	1.644405114e+105
152	1.34553053e+99	1.644405114e+105
153	1.34553053e+99	1.644405114e+105
154	1.34553053e+99	1.644405114e+105
155	1.34553053e+99	1.644405114e+105
156	1.34553053e+99	1.644405114e+105
157	1.34553053e+99	1.644405114e+105
158	1.34553053e+99	1.644405114e+105
159	1.34553053e+99	1.644405114e+105
160	1.34553053e+99	1.644405114e+105
161	1.34553053e+99	1.644405114e+105
162	1.34553053e+99	1.644405114e+105
163	1.34553053e+99	1.644405114e+105
164	1.34553053e+99	1.644405114e+105
165	1.34553053e+99	1.644405114e+105
166	1.34553053e+99	1.644405114e+105
167	1.34553053e+99	1.644405114e+105
168	1.34553053e+99	1.644405114e+105
169	1.34553053e+99	1.644405114e+105
170	1.34553053e+99	1.644405114e+105
171	1.34553053e+99	1.644405114e+105
172	1.34553053e+99	1.644405114e+105
173	1.34553053e+99	1.644405114e+105
174	1.34553053e+99	1.644405114e+105
175	1.34553053e+99	1.644405114e+105
176	1.34553053e+99	1.644405114e+105
177	1.34553053e+99	1.644405114e+105
178	1.34553053e+99	1.644405114e+105
179	1.34553053e+99	1.644405114e+105
180	1.34553053e+99	1.644405114e+105
181	1.34553053e+99	1.644405114e+105
182	1.34553053e+99	1.644405114e+105
183	1.34553053e+99	1.644405114e+105
184	1.34553053e+99	1.644405114e+105
185	1.34553053e+99	1.644405114e+105
186	1.34553053e+99	1.644405114e+105
187	1.34553053e+99	1.644405114e+105
188	1.34553053e+99	1.644405114e+105
189	1.34553053e+99	1.644405114e+105
190	1.34553053e+99	1.644405114e+105
191	1.34553053e+99	1.644405114e+105
192	1.34553053e+99	1.644405114e+105
193	1.34553053e+99	1.644405114e+105
194	1.34553053e+99	1.644405114e+105
195	1.34553053e+99	1.644405114e+105
196	1.34553053e+99	1.644405114e+105
197	1.34553053e+99	1.644405114e+105
198	1.34553053e+99	1.644405114e+105
199	1.34553053e+99	1.644405114e+105
200	1.34553053e+99	1.644405114e+105
201	1.34553053e+99	1.644405114e+105
202	1.34553053e+99	1.644405114e+105
203	1.34553053e+99	1.644405114e+105
204	1.34553053e+99	1.644405114e+105
205	1.34553053e+99	1.644405114e+105
206	1.34553053e+99	1.644405114e+105
207	1.34553053e+99	1.644405114e+105
208	1.34553053e+99	1.644405114e+105
209	1.34553053e+99	1.644405114e+105
210	1.34553053e+99	1.644405114e+105
211	1.34553053e+99	1.644405114e+105
212	1.34553053e+99	1.644405114e+105
213	1.34553053e+99	1.644405114e+105
214	1.34553053e+99	1.644405114e+105
215	1.34553053e+99	1.644405114e+105
216	1.34553053e+99	1.644405114e+105
217	1.34553053e+99	1.644405114e+105
218	1.34553053e+99	1.644405114e+105
219	1.34553053e+99	1.644405114e+105
220	1.34553053e+99	1.644405114e+105
221	1.34553053e+99	1.644405114e+105
222	1.34553053e+99	1.644405114e+105
223	1.34553053e+99	1.644405114e+105
224	1.34553053e+99	1.644405114e+105
225	1.34553053e+99	1.644405114e+105
226	1.34553053e+99	1.644405114e+105
227	1.34553053e+99	1.644405114e+105
228	1.34553053e+99	1.644405114e+105
229	1.34553053e+99	1.644405114e+105
230	1.34553053e+99	1.644405114e+105
231	1.34553053e+99	1.644405114e+105
232	1.34553053e+99	1.644405114e+105
233	1.34553053e+99	1.644405114e+105
234	1.34553053e+99	1.644405114e+105
235	1.34553053e+99	1.644405114e+105
236	1.34553053e+99	1.644405114e+105
237	1.34553053e+99	1.644405114e+105
238	1.34553053e+99	1.644405114e+105
239	1.34553053e+99	1.644405114e+105
240	1.34553053e+99	1.644405114e+105
241	1.34553053e+99	1.644405114e+105
242	1.34553053e+99	1.644405114e+105
243	1.34553053e+99	1.644405114e+105
244	1.34553053e+99	1.644405114e+105
245	1.34553053e+99	1.644405114e+105
246	1.34553053e+99	1.644405114e+105
247	1.34553053e+99	1.644405114e+105
248	1.34553053e+99	1.644405114e+105
249	1.34553053e+99	1.644405114e+105
250	1.34553053e+99	1.644405114e+105
251	1.34553053e+99	1.644405114e+105
252	1.34553053e+99	1.644405114e+105
253	1.34553053e+99	1.644405114e+105
254	1.34553053e+99	1.644405114e+105
255	1.34553053e+99	1.644405114e+105
256	1.34553053e+99	1.644405114e+105
257	1.34553053e+99	1.644405114e+105
258	1.34553053e+99	1.644405114e+105
259	1.34553053e+99	1.644405114e+105
260	1.34553053e+99	1.644405114e+105
261	1.34553053e+99	1.644405114e+105
262	1.34553053e+99	1.644405114e+105
263	1.34553053e+99	1.644405114e+105
264	1.34553053e+99	1.644405114e+105
265	1.34553053e+99	1.644405114e+105
266	1.34553053e+99	1.644405114e+105
267	1.34553053e+99	1.644405114e+105
268	1.34553053e+99	1.644405114e+105
269	1.34553053e+99	1.644405114e+105
270	1.34553053e+99	1.644405114e+105
271	1.34553053e+99	1.644405114e+105
272	1.34553053e+99	1.644405114e+105
273	1.34553053e+99	1.644405114e+105
274	1.34553053e+99	1.644405114e+105
275	1.34553053e+99	1.644405114e+105
276	1.34553053e+99	1.644405114e+105
277	1.34553053e+99	1.644405114e+105
278	1.34553053e+99	1.644405114e+105
279	1.34553053e+99	1.644405114e+105
280	1.34553053e+99	1.644405114e+105
281	1.34553053e+99	1.644405114e+105
282	1.34553053e+99	1.644405114e+105
283	1.34553053e+99	1.644405114e+105
284	1.34553053e+99	1.644405114e+105
285	1.34553053e+99	1.644405114e+105
286	1.34553053e+99	1.644405114e+105
287	1.34553053e+99	1.644405114e+105
288	1.34553053e+99	1.644405114e+105
289	1.34553053e+99	1.644405114e+105
290	1.34553053e+99	1.644405114e+105
291	1.34553053e+99	1.644405114e+105
292	1.34553053e+99	1.644405114e+105
293	1.34553053e+99	1.644405114e+105
294	1.34553053e+99	1.644405114e+105
295	1.34553053e+99	1.644405114e+105
296	1.34553053e+99	1.644405114e+105
297	1.34553053e+99	1.644405114e+105
298	1.34553053e+99	1.644405114e+105
299	1.34553053e+99	1.644405114e+105
300	1.34553053e+99	1.644405114e+105
301	1.34553053e+99	1.644405114e+105
302	1.34553053e+99	1.644405114e+105
303	1.34553053e+99	1.644405114e+105
304	1.34553053e+99	1.644405114e+105
305	1.34553053e+99	1.644405114e+105
306	1.34553053e+99	1.644405114e+105
307	1.34553053e+99	1.644405114e+105
308	1.34553053e+99	1.644405114e+105
309	1.34553053e+99	1.644405114e+105
310	1.34553053e+99	1.644405114e+105
311	1.34553053e+99	1.644405114e+105
312	1.34553053e+99	1.644405114e+105
313	1.34553053e+99	1.644405114e+105
314	1.34553053e+99	1.644405114e+105
315	1.34553053e+99	1.644405114e+105
316	1.34553053e+99	1.644405114e+105
317	1.34553053e+99	1.644405114e+105
318	1.34553053e+99	1.644405114e+105
319	1.34553053e+99	1.644405114e+105
320	1.34553053e+99	1.644405114e+105
321	1.34553053e+99	1.644405114e+105
322	1.34553053e+99	1.644405114e+105
323	1.34553053e+99	1.644405114e+105
324	1.34553053e+99	1.644405114e+105
325	1.34553053e+99	1.644405114e+105
326	1.34553053e+99	1.644405114e+105
327	1.34553053e+99	1.644405114e+105
328	1.34553053e+99	1.644405114e+105
329	1.34553053e+99	1.644405114e+105
330	1.34553053e+99	1.644405114e+105
331	1.34553053e+99	1.644405114e+105
332	1.34553053e+99	1.644405114e+105
333	1.34553053e+99	1.644405114e+105
334	1.34553053e+99	1.644405114e+105
335	1.34553053e+99	1.644405114e+105
336	1.34553053e+99	1.644405114e+105
337	1.34553053e+99	1.644405114e+105
338	1.34553053e+99	1.644405114e+105
339	1.34553053e+99	1.644405114e+105
340	1.34553053e+99	1.644405114e+105
341	1.34553053e+99	1.644405114e+105
342	1.34553053e+99	1.644405114e+105
343	1.34553053e+99	1.644405114e+105
344	1.34553053e+99	1.644405114e+105
345	1.34553053e+99	1.644405114e+105
346	1.34553053e+99	1.644405114e+105
347	1.34553053e+99	1.644405114e+105
348	1.34553053e+99	1.644405114e+105
349	1.34553053e+99	1.644405114e+105
350	1.34553053e+99	1.644405114e+105
351	1.34553053e+99	1.644405114e+105
352	1.34553053e+99	1.644405114e+105
353	1.34553053e+99	1.644405114e+105
354	1.34553053e+99	1.644405114e+105
355	1.34553053e+99	1.644405114e+105
356	1.34553053e+99	1.644405114e+105
357	1.34553053e+99	1.644405114e+105
358	1.34553053e+99	1.644405114e+105
359	1.34553053e+99	1.644405114e+105
360	1.34553053e+99	1.644405114e+105
361	1.34553053e+99	1.644405114e+105
362	1.34553053e+99	1.644405114e+105
363	1.34553053e+99	1.644405114e+105
364	1.34553053e+99	1.644405114e+105
365	1.34553053e+99	1.644405114e+105
366	1.34553053e+99	1.644405114e+105
367	1.34553053e+99	1.644405114e+105
368	1.34553053e+99	1.644405114e+105
369	1.34553053e+99	1.644405114e+105
370	1.34553053e+99	1.644405114e+105
371	1.34553053e+99	1.644405114e+105
372	1.34553053e+99	1.644405114e+105
373	1.34553053e+99	1.644405114e+105
374	1.34553053e+99	1.644405114e+105
375	1.34553053e+99	1.644405114e+105
376	1.34553053e+99	1.644405114e+105
377	1.34553053e+99	1.644405114e+105
378	1.34553053e+99	1.644405114e+105
379	1.34553053e+99	1.644405114e+105
380	1.34553053e+99	1.644405114e+105
381	1.34553053e+99	1.644405114e+105
382	1.34553053e+99	1.644405114e+105
383	1.34553053e+99	1.644405114e+105
384	1.34553053e+99	1.644405114e+105
385	1.34553053e+99	1.644405114e+105
386	1.34553053e+99	1.644405114e+105
387	1.34553053e+99	1.644405114e+105
388	1.34553053e+99	1.644405114e+105
389	1.34553053e+99	1.644405114e+105
390	1.34553053e+99	1.644405114e+105
391	1.34553053e+99	1.644405114e+105
392	1.34553053e+99	1.644405114e+105
393	1.34553053e+99	1.644405114e+105
394	1.34553053e+99	1.644405114e+105
395	1.34553053e+99	1.644405114e+105
396	1.34553053e+99	1.644405114e+105
397	1.34553053e+99	1.644405114e+105
398	1.34553053e+99	1.644405114e+105
399	1.34553053e+99	1.644405114e+105
400	1.34553053e+99	1.644405114e+105
401	1.34553053e+99	1.644405114e+105
402	1.34553053e+99	1.644405114e+105
403	1.34553053e+99	1.644405114e+105
404	1.34553053e+99	1.644405114e+105
405	1.34553053e+99	1.644405114e+105
406	1.34553053e+99	1.644405114e+105
407	1.34553053e+99	1.644405114e+105
408	1.34553053e+99	1.644405114e+105
409	1.34553053e+99	1.644405114e+105
410	1.34553053e+99	1.644405114e+105
411	1.34553053e+99	1.644405114e+105
412	1.34553053e+99	1.644405114e+105
413	1.34553053e+99	1.644405114e+105
414	1.34553053e+99	1.644405114e+105
415	1.34553053e+99	1.644405114e+105
416	1.34553053e+99	1.644405114e+105
417	1.34553053e+99	1.644405114e+105
418	1.34553053e+99	1.644405114e+105
419	1.34553053e+99	1.644405114e+105
420	1.34553053e+99	1.644405114e+105
421	1.34553053e+99	1.644405114e+105
422	1.34553053e+99	1.644405114e+105
423	1.34553053e+99	1.644405114e+105
424	1.34553053e+99	1.644405114e+105
425	1.34553053e+99	1.644405114e+105
426	1.34553053e+99	1.644405114e+105
427	1.34553053e+99	1.644405114e+105
428	1.34553053e+99	1.644405114e+105
429	1.34553053e+99	1.644405114e+105
430	1.34553053e+99	1.644405114e+105
431	1.34553053e+99	1.644405114e+105
432	1.34553053e+99	1.644405114e+105
433	1.34553053e+99	1.644405114e+105
434	1.34553053e+99	1.644405114e+105
435	1.34553053e+99	1.644405114e+105
436	1.34553053e+99	1.644405114e+105
437	1.34553053e+99	1.644405114e+105
438	1.34553053e+99	1.644405114e+105
439	1.34553053e+99	1.644405114e+105
440	1.34553053e+99	1.644405114e+105
441	1.34553053e+99	1.644405114e+105
442	1.34553053e+99	1.644405114e+105
443	1.34553053e+99	1.644405114e+105
444	1.34553053e+99	1.644405114e+105
445	1.34553053e+99	1.644405114e+105
446	1.34553053e+99	1.644405114e+105
447	1.34553053e+99	1.644405114e+105
448	1.34553053e+99	1.644405114e+105
449	1.34553053e+99	1.644405114e+105
450	1.34553053e+99	1.644405114e+105
451	1.34553053e+99	1.644405114e+105
452	1.34553053e+99	1.644405114e+105
453	1.34553053e+99	1.644405114e+105
454	1.34553053e+99	1.644405114e+105
455	1.34553053e+99	1.644405114e+105
456	1.34553053e+99	1.644405114e+105
457	1.34553053e+99	1.644405114e+105
458	1.34553053e+99	1.644405114e+105
459	1.34553053e+99	1.644405114e+105
460	1.34553053e+99	1.644405114e+105
461	1.34553053e+99	1.644405114e+105
462	1.34553053e+99	1.644405114e+105
463	1.34553053e+99	1.644405114e+105
464	1.34553053e+99	1.644405114e+105
465	1.34553053e+99	1.644405114e+105
466	1.34553053e+99	1.644405114e+105
467	1.34553053e+99	1.644405114e+105
468	1.34553053e+99	1.644405114e+105
469	1.34553053e+99	1.644405114e+105
470	1.34553053e+99	1.644405114e+105
471	1.34553053e+99	1.644405114e+105
472	1.34553053e+99	1.644405114e+105
473	1.34553053e+99	1.644405114e+105
474	1.34553053e+99	1.644405114e+105
475	1.34553053e+99	1.644405114e+105
476	1.34553053e+99	1.644405114e+105
477	1.34553053e+99	1.644405114e+105
478	1.34553053e+99	1.644405114e+105
479	1.34553053e+99	1.644405114e+105
480	1.34553053e+99	1.644405114e+105
481	1.34553053e+99	1.644405114e+105
482	1.34553053e+99	1.644405114e+105
483	1.34553053e+99	1.644405114e+105
484	1.34553053e+99	1.644405114e+105
485	1.34553053e+99	1.644405114e+105
486	1.34553053e+99	1.644405114e+105
487	1.34553053e+99	1.644405114e+105
488	1.34553053e+99	1.644405114e+105
489	1.34553053e+99	1.644405114e+105
490	1.34553053e+99	1.644405114e+105
491	1.34553053e+99	1.644405114e+105
492	1.34553053e+99	1.644405114e+105
493	1.34553053e+99	1.644405114e+105
494	1.34553053e+99	1.644405114e+105
495	1.34553053e+99	1.644405114e+105
496	1.34553053e+99	1.644405114e+105
497	1.34553053e+99	1.644405114e+105
498	1.34553053e+99	1.644405114e+105
499	1.34553053e+99	1.644405114e+105
500	1.34553053e+99	1.644405114e+105
501	1.34553053e+99	1.644405114e+105
502	1.34553053e+99	1.644405114e+105
503	1.34553053e+99	1.644405114e+105
504	1.34553053e+99	1.644405114e+105
505	7.335647897e+104	1.218201164e+110
506	7.335647897e+104	1.218201164e+110
507	7.335647897e+104	1.218201164e+110
508	7.335647897e+104	1.218201164e+110
509	7.335647897e+104	1.218201164e+110
510	7.335647897e+104	1.218201164e+110
511	7.335647897e+104	1.218201164e+110
512	7.335647897e+104	1.218201164e+110
513	7.335647897e+104	1.218201164e+110
